2024-08-18 16:52:14.582 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-18 16:52:28.043 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/api/road_book/list成功
2024-08-18 16:52:28.043 | INFO | common.logger:wrapper:49 | 函数 get_route_library 执行完成，函数返回结果：{'code': 200, 'error': 'Success', 'data': {'total': 841, 'list': [{'has_elevation': True, 'book_id': 735, 'title': '湖南省怀化市溆浦县哑善线', 'distance': 110788, 'diff_distance': 0, 'climb': 1841.86, 'slope': {'0': 62402, '3': 14651, '-1': 23793, '6': 4533, '9': 1600, '12': 1454, '100': 2355}, 'start_location': '湖南省怀化市溆浦县哑善线', 'end_location': '湖南省娄底市新化县', 'map_url': 'http://static.rfsvr.net/navigation/1722403416_9522_32150.png', 'city': '怀化市', 'like_num': 1, 'comment_num': 12, 'favor_num': 2, 'ride_num': 0, 'is_favored': 1, 'is_liked': 1, 'latest_riders': [], 'status': 4, 'reject_reason': '', 'created_at': 1722503158}, {'has_elevation': True, 'book_id': 733, 'title': '测试路线', 'distance': 13374, 'diff_distance': 0, 'climb': 0, 'slope': {'0': 13374}, 'start_location': '湖北省武汉市江夏区锦绣大道', 'end_location': '湖北省武汉市江夏区梁子湖大道', 'map_url': 'http://static.rfsvr.net/road_book/1722497012_4577.png', 'city': '武汉市', 'like_num': 1, 'comment_num': 0, 'favor_num': 2, 'ride_num': 0, 'is_favored': 1, 'is_liked': 0, 'latest_riders': [], 'status': 4, 'reject_reason': '', 'created_at': 1722497018}, {'has_elevation': False, 'book_id': 732, 'title': '梁子湖大道', 'distance': 13374, 'diff_distance': 0, 'climb': 0, 'slope': {'0': 13374}, 'start_location': '湖北省武汉市江夏区锦绣大道', 'end_location': '湖北省武汉市江夏区梁子湖大道', 'map_url': 'http://static.rfsvr.net/navigation/1722492209_7888_32163.png', 'city': '武汉市', 'like_num': 0, 'comment_num': 0, 'favor_num': 0, 'ride_num': 0, 'is_favored': 0, 'is_liked': 0, 'latest_riders': [], 'status': 4, 'reject_reason': '', 'created_at': 1722492225}, {'has_elevation': True, 'book_id': 731, 'title': '测试一下', 'distance': 273576, 'diff_distance': 0, 'climb': 3525.48, 'slope': {'0': 117512, '6': 14536, '-1': 83996, '3': 43589, '9': 5437, '12': 3059, '100': 5447}, 'start_location': '贵州省遵义市遵义县G326(秀河线)', 'end_location': '贵州省铜仁市印江土家族苗族自治县', 'map_url': 'http://static.rfsvr.net/road_book/1722481540_8833.png', 'city': '遵义市', 'like_num': 0, 'comment_num': 0, 'favor_num': 0, 'ride_num': 0, 'is_favored': 0, 'is_liked': 0, 'latest_riders': [], 'status': 4, 'reject_reason': '', 'created_at': 1722481552}, {'has_elevation': True, 'book_id': 729, 'title': '山东省青岛市李沧区九水东路17号', 'distance': 49234, 'diff_distance': 0, 'climb': 268.19, 'slope': {'3': 13766, '0': 21297, '6': 901, '-1': 13270}, 'start_location': '山东省青岛市李沧区九水东路17号', 'end_location': '山东省青岛市李沧区九水东路584-2号', 'map_url': 'http://static.rfsvr.net/navigation/1712044447_5522_29878.png', 'city': '青岛市', 'like_num': 0, 'comment_num': 0, 'favor_num': 0, 'ride_num': 0, 'is_favored': 0, 'is_liked': 0, 'latest_riders': [], 'status': 4, 'reject_reason': '', 'created_at': 1722395373}, {'has_elevation': True, 'book_id': 728, 'title': '修行路', 'distance': 29542, 'diff_distance': 0, 'climb': 374, 'slope': {'100': 109, '0': 6051, '-1': 10202, '3': 12030, '6': 1150}, 'start_location': '山东省青岛市城阳区书雨路', 'end_location': '山东省青岛市市北区人民路361甲', 'map_url': 'http://static.rfsvr.net/navigation/1721786319_3023_32064.png', 'city': '青岛市', 'like_num': 0, 'comment_num': 0, 'favor_num': 1, 'ride_num': 3, 'is_favored': 0, 'is_liked': 0, 'latest_riders': ['http://static.rfsvr.net/headimg/170953256972.png', 'http://static.rfsvr.net/headimg/171247546218.jpg', ''], 'status': 4, 'reject_reason': '', 'created_at': 1721786355}, {'has_elevation': True, 'book_id': 727, 'title': '这是一条超棒的路线', 'distance': 5116, 'diff_distance': 0, 'climb': 1, 'slope': {'0': 5116}, 'start_location': '山东省青岛市城阳区书雨路', 'end_location': '山东省青岛市城阳区S202(银河路)', 'map_url': 'http://static.rfsvr.net/navigation/1721283562_3144_31921.png', 'city': '青岛市', 'like_num': 0, 'comment_num': 0, 'favor_num': 0, 'ride_num': 6, 'is_favored': 0, 'is_liked': 0, 'latest_riders': ['http://static.rfsvr.net/headimg/170684402255.png', 'http://static.rfsvr.net/headimg/oVwWQ0Qd-6dvPN1FaD91JtTIC3Yg.png', ''], 'status': 4, 'reject_reason': '', 'created_at': 1721724558}, {'has_elevation': False, 'book_id': 726, 'title': '这是一条更棒的路线', 'distance': 13002, 'diff_distance': 0, 'climb': 0, 'slope': [], 'start_location': '山东省青岛市城阳区山河路', 'end_location': '山东省青岛市崂山区S202', 'map_url': 'http://static.rfsvr.net/navigation/1718344110_2148_31393.png', 'city': '青岛市', 'like_num': 2, 'comment_num': 5, 'favor_num': 2, 'ride_num': 6, 'is_favored': 0, 'is_liked': 0, 'latest_riders': ['http://static.rfsvr.net/headimg/oVwWQ0cDJADCIA75Z3Hq1eFI-JGs.png', 'http://static.onelap.cn/headimg/161828017358.png', 'http://static.rfsvr.net/headimg/168973144132.jpg'], 'status': 4, 'reject_reason': '', 'created_at': 1721641197}, {'has_elevation': True, 'book_id': 725, 'title': '--爬坡', 'distance': 288972, 'diff_distance': 0, 'climb': 8087, 'slope': {'-1': 137759, '3': 60691, '6': 36977, '0': 21996, '9': 19144, '12': 6042, '100': 6363}, 'start_location': '云南省曲靖市会泽县', 'end_location': '贵州省六盘水市六枝特区水黄公路', 'map_url': 'http://static.rfsvr.net/navigation/1721628434_6761_32000.png', 'city': '曲靖市', 'like_num': 0, 'comment_num': 0, 'favor_num': 0, 'ride_num': 0, 'is_favored': 0, 'is_liked': 0, 'latest_riders': [], 'status': 4, 'reject_reason': '', 'created_at': 1721640693}, {'has_elevation': False, 'book_id': 723, 'title': '山东省青岛市城阳区S202(银河路)', 'distance': 5356, 'diff_distance': 0, 'climb': 0, 'slope': [], 'start_location': '山东省青岛市城阳区书雨路', 'end_location': '山东省青岛市城阳区S202(银河路)', 'map_url': 'http://static.rfsvr.net/road_book/1721637313_2795_723.png', 'city': '青岛市', 'like_num': 0, 'comment_num': 0, 'favor_num': 0, 'ride_num': 7, 'is_favored': 0, 'is_liked': 0, 'latest_riders': ['http://static.rfsvr.net/headimg/170684402255.png', 'http://static.rfsvr.net/headimg/oVwWQ0Qd-6dvPN1FaD91JtTIC3Yg.png', ''], 'status': 4, 'reject_reason': '', 'created_at': 1721637309}]}}

2024-08-18 16:52:28.047 | INFO | common.logger:wrapper:44 | 函数 map_to_route 开始执行，入参:(<__main__.RouteLibrary object at 0x000001A1CB1409A0>,){}
2024-08-18 16:52:28.180 | INFO | POM.api.base_page.base_page:post_request:18 | 发送POST请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/navigation/save成功
2024-08-18 16:52:28.180 | INFO | common.logger:wrapper:49 | 函数 map_to_route 执行完成，函数返回结果：32282

2024-08-18 17:20:36.601 | INFO | common.get_token:onelap_login:23 | 获取onelap登录token
2024-08-18 17:20:36.601 | INFO | common.logger:wrapper:44 | 函数 get_route_library 开始执行，入参:(<__main__.RouteLibrary object at 0x0000021B1F61F730>,){}
2024-08-18 17:20:36.784 | INFO | POM.api.base_page.base_page:get_request:27 | 发送GET请求http://rfs-fitness-informal.rfsvr.net/indoor/api/road_book/list成功
2024-08-18 17:20:36.785 | INFO | common.logger:wrapper:49 | 函数 get_route_library 执行完成，函数返回结果：{'code': 200, 'error': 'Success', 'data': {'total': 841, 'list': [{'has_elevation': True, 'book_id': 735, 'title': '湖南省怀化市溆浦县哑善线', 'distance': 110788, 'diff_distance': 0, 'climb': 1841.86, 'slope': {'0': 62402, '3': 14651, '-1': 23793, '6': 4533, '9': 1600, '12': 1454, '100': 2355}, 'start_location': '湖南省怀化市溆浦县哑善线', 'end_location': '湖南省娄底市新化县', 'map_url': 'http://static.rfsvr.net/navigation/1722403416_9522_32150.png', 'city': '怀化市', 'like_num': 1, 'comment_num': 12, 'favor_num': 2, 'ride_num': 0, 'is_favored': 1, 'is_liked': 1, 'latest_riders': [], 'status': 4, 'reject_reason': '', 'created_at': 1722503158}, {'has_elevation': True, 'book_id': 733, 'title': '测试路线', 'distance': 13374, 'diff_distance': 0, 'climb': 0, 'slope': {'0': 13374}, 'start_location': '湖北省武汉市江夏区锦绣大道', 'end_location': '湖北省武汉市江夏区梁子湖大道', 'map_url': 'http://static.rfsvr.net/road_book/1722497012_4577.png', 'city': '武汉市', 'like_num': 1, 'comment_num': 0, 'favor_num': 2, 'ride_num': 0, 'is_favored': 1, 'is_liked': 0, 'latest_riders': [], 'status': 4, 'reject_reason': '', 'created_at': 1722497018}, {'has_elevation': False, 'book_id': 732, 'title': '梁子湖大道', 'distance': 13374, 'diff_distance': 0, 'climb': 0, 'slope': {'0': 13374}, 'start_location': '湖北省武汉市江夏区锦绣大道', 'end_location': '湖北省武汉市江夏区梁子湖大道', 'map_url': 'http://static.rfsvr.net/navigation/1722492209_7888_32163.png', 'city': '武汉市', 'like_num': 0, 'comment_num': 0, 'favor_num': 0, 'ride_num': 0, 'is_favored': 0, 'is_liked': 0, 'latest_riders': [], 'status': 4, 'reject_reason': '', 'created_at': 1722492225}, {'has_elevation': True, 'book_id': 731, 'title': '测试一下', 'distance': 273576, 'diff_distance': 0, 'climb': 3525.48, 'slope': {'0': 117512, '6': 14536, '-1': 83996, '3': 43589, '9': 5437, '12': 3059, '100': 5447}, 'start_location': '贵州省遵义市遵义县G326(秀河线)', 'end_location': '贵州省铜仁市印江土家族苗族自治县', 'map_url': 'http://static.rfsvr.net/road_book/1722481540_8833.png', 'city': '遵义市', 'like_num': 0, 'comment_num': 0, 'favor_num': 0, 'ride_num': 0, 'is_favored': 0, 'is_liked': 0, 'latest_riders': [], 'status': 4, 'reject_reason': '', 'created_at': 1722481552}, {'has_elevation': True, 'book_id': 729, 'title': '山东省青岛市李沧区九水东路17号', 'distance': 49234, 'diff_distance': 0, 'climb': 268.19, 'slope': {'3': 13766, '0': 21297, '6': 901, '-1': 13270}, 'start_location': '山东省青岛市李沧区九水东路17号', 'end_location': '山东省青岛市李沧区九水东路584-2号', 'map_url': 'http://static.rfsvr.net/navigation/1712044447_5522_29878.png', 'city': '青岛市', 'like_num': 0, 'comment_num': 0, 'favor_num': 0, 'ride_num': 0, 'is_favored': 0, 'is_liked': 0, 'latest_riders': [], 'status': 4, 'reject_reason': '', 'created_at': 1722395373}, {'has_elevation': True, 'book_id': 728, 'title': '修行路', 'distance': 29542, 'diff_distance': 0, 'climb': 374, 'slope': {'100': 109, '0': 6051, '-1': 10202, '3': 12030, '6': 1150}, 'start_location': '山东省青岛市城阳区书雨路', 'end_location': '山东省青岛市市北区人民路361甲', 'map_url': 'http://static.rfsvr.net/navigation/1721786319_3023_32064.png', 'city': '青岛市', 'like_num': 0, 'comment_num': 0, 'favor_num': 1, 'ride_num': 3, 'is_favored': 0, 'is_liked': 0, 'latest_riders': ['http://static.rfsvr.net/headimg/170953256972.png', 'http://static.rfsvr.net/headimg/171247546218.jpg', ''], 'status': 4, 'reject_reason': '', 'created_at': 1721786355}, {'has_elevation': True, 'book_id': 727, 'title': '这是一条超棒的路线', 'distance': 5116, 'diff_distance': 0, 'climb': 1, 'slope': {'0': 5116}, 'start_location': '山东省青岛市城阳区书雨路', 'end_location': '山东省青岛市城阳区S202(银河路)', 'map_url': 'http://static.rfsvr.net/navigation/1721283562_3144_31921.png', 'city': '青岛市', 'like_num': 0, 'comment_num': 0, 'favor_num': 0, 'ride_num': 6, 'is_favored': 0, 'is_liked': 0, 'latest_riders': ['http://static.rfsvr.net/headimg/170684402255.png', 'http://static.rfsvr.net/headimg/oVwWQ0Qd-6dvPN1FaD91JtTIC3Yg.png', ''], 'status': 4, 'reject_reason': '', 'created_at': 1721724558}, {'has_elevation': False, 'book_id': 726, 'title': '这是一条更棒的路线', 'distance': 13002, 'diff_distance': 0, 'climb': 0, 'slope': [], 'start_location': '山东省青岛市城阳区山河路', 'end_location': '山东省青岛市崂山区S202', 'map_url': 'http://static.rfsvr.net/navigation/1718344110_2148_31393.png', 'city': '青岛市', 'like_num': 2, 'comment_num': 5, 'favor_num': 2, 'ride_num': 6, 'is_favored': 0, 'is_liked': 0, 'latest_riders': ['http://static.rfsvr.net/headimg/oVwWQ0cDJADCIA75Z3Hq1eFI-JGs.png', 'http://static.onelap.cn/headimg/161828017358.png', 'http://static.rfsvr.net/headimg/168973144132.jpg'], 'status': 4, 'reject_reason': '', 'created_at': 1721641197}, {'has_elevation': True, 'book_id': 725, 'title': '--爬坡', 'distance': 288972, 'diff_distance': 0, 'climb': 8087, 'slope': {'-1': 137759, '3': 60691, '6': 36977, '0': 21996, '9': 19144, '12': 6042, '100': 6363}, 'start_location': '云南省曲靖市会泽县', 'end_location': '贵州省六盘水市六枝特区水黄公路', 'map_url': 'http://static.rfsvr.net/navigation/1721628434_6761_32000.png', 'city': '曲靖市', 'like_num': 0, 'comment_num': 0, 'favor_num': 0, 'ride_num': 0, 'is_favored': 0, 'is_liked': 0, 'latest_riders': [], 'status': 4, 'reject_reason': '', 'created_at': 1721640693}, {'has_elevation': False, 'book_id': 723, 'title': '山东省青岛市城阳区S202(银河路)', 'distance': 5356, 'diff_distance': 0, 'climb': 0, 'slope': [], 'start_location': '山东省青岛市城阳区书雨路', 'end_location': '山东省青岛市城阳区S202(银河路)', 'map_url': 'http://static.rfsvr.net/road_book/1721637313_2795_723.png', 'city': '青岛市', 'like_num': 0, 'comment_num': 0, 'favor_num': 0, 'ride_num': 7, 'is_favored': 0, 'is_liked': 0, 'latest_riders': ['http://static.rfsvr.net/headimg/170684402255.png', 'http://static.rfsvr.net/headimg/oVwWQ0Qd-6dvPN1FaD91JtTIC3Yg.png', ''], 'status': 4, 'reject_reason': '', 'created_at': 1721637309}]}}

2024-08-18 17:20:36.786 | INFO | common.logger:wrapper:44 | 函数 long_gpx 开始执行，入参:(<__main__.RouteLibrary object at 0x0000021B1F61F730>,){}
2024-08-18 17:20:37.365 | INFO | POM.api.base_page.base_page:post_request:18 | 发送POST请求http://rfs-fitness-informal.rfsvr.net/indoor/v1/app/roadbook/gpx/save成功
2024-08-18 17:20:37.366 | INFO | common.logger:wrapper:49 | 函数 long_gpx 执行完成，函数返回结果：road ditance exceed 300km

2024-08-18 18:54:52.773 | INFO | common.logger:wrapper:44 | 函数 open_login 开始执行，入参:(<__main__.OnelapLogin object at 0x0000023C84235AC0>, '17753163583', 'zhang107'){}
2024-08-18 18:54:58.462 | INFO | common.connect_device:connect_device_first:23 | 连接设备成功
2024-08-18 18:54:59.328 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_tv_agree_privacy_dialog定位成功
2024-08-18 18:55:00.756 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_btn_login_index定位成功
2024-08-18 18:55:01.859 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_et_username_login定位成功
2024-08-18 18:55:03.083 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_et_password_login定位成功
2024-08-18 18:55:05.707 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_btn_check_out_login定位成功
2024-08-18 18:55:06.262 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_btn_login_login定位成功
2024-08-18 18:55:07.069 | INFO | common.logger:wrapper:49 | 函数 open_login 执行完成，函数返回结果：None

2024-08-18 20:26:26.405 | INFO | common.connect_device:connect_device_first:23 | 连接设备成功
2024-08-18 20:26:27.693 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_tv_agree_privacy_dialog定位成功
2024-08-18 20:28:05.271 | INFO | common.connect_device:connect_device_first:23 | 连接设备成功
2024-08-18 20:28:06.168 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_tv_agree_privacy_dialog定位成功
2024-08-18 20:28:39.212 | INFO | common.connect_device:connect_device_first:23 | 连接设备成功
2024-08-18 20:28:40.101 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_tv_agree_privacy_dialog定位成功
2024-08-18 20:28:41.065 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_btn_login_index定位成功
2024-08-18 20:28:42.728 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_et_username_login定位成功
2024-08-18 20:28:45.448 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_et_password_login定位成功
2024-08-18 20:28:46.083 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_btn_check_out_login定位成功
2024-08-18 20:28:46.624 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_btn_login_login定位成功
2024-08-18 20:28:48.758 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_tv_agree_privacy_dialog定位成功
2024-08-18 20:29:22.061 | INFO | common.connect_device:connect_device_first:23 | 连接设备成功
2024-08-18 20:29:22.962 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_tv_agree_privacy_dialog定位成功
2024-08-18 20:29:24.661 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_btn_login_index定位成功
2024-08-18 20:29:26.100 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_et_username_login定位成功
2024-08-18 20:29:27.859 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_et_password_login定位成功
2024-08-18 20:29:29.563 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_btn_check_out_login定位成功
2024-08-18 20:29:30.132 | INFO | POM.onelap.base_page.base_page:element_locator:18 | account_page_btn_login_login定位成功
